author_openalex_id,topic,year,pubs,cites
A5044541579,Paleontology and Stratigraphy of Fossils,1994,1,22
A5044541579,Pleistocene-Era Hominins and Archaeology,1994,1,22
A5044544871,Astro and Planetary Science,2008,1,32
A5044544871,High-pressure geophysics and materials,2008,1,32
A5044544871,"Stellar, planetary, and galactic studies",2008,1,32
A5044557317,Geochemistry and Elemental Analysis,2025,1,2
A5044557317,Geological and Geochemical Analysis,2025,1,5
A5044557317,Hydrocarbon exploration and reservoir analysis,2025,1,5
A5044557317,Marine and coastal ecosystems,2025,1,2
A5044557317,Paleontology and Stratigraphy of Fossils,2025,2,7
A5044565107,Geochemistry and Geologic Mapping,2026,1,0
A5044565107,Remote-Sensing Image Classification,2026,1,0
A5044565107,Soil Geostatistics and Mapping,2026,1,0
A5044567678,Crystal Structures and Properties,2021,1,0
A5044567678,earthquake and tectonic studies,2016,1,75
A5044567678,earthquake and tectonic studies,2017,1,19
A5044567678,earthquake and tectonic studies,2018,1,31
A5044567678,earthquake and tectonic studies,2019,1,40
A5044567678,Geochemistry and Geologic Mapping,2009,1,23
A5044567678,Geochemistry and Geologic Mapping,2021,1,12
A5044567678,Geological and Geochemical Analysis,2004,1,112
A5044567678,Geological and Geochemical Analysis,2007,1,3460
A5044567678,Geological and Geochemical Analysis,2009,1,23
A5044567678,Geological and Geochemical Analysis,2016,1,75
A5044567678,Geological and Geochemical Analysis,2017,1,19
A5044567678,Geological and Geochemical Analysis,2018,2,32
A5044567678,Geological and Geochemical Analysis,2019,1,40
A5044567678,Geological and Geochemical Analysis,2020,1,3
A5044567678,Geological and Geochemical Analysis,2021,2,12
A5044567678,Geological and Geophysical Studies,2004,1,112
A5044567678,Geological and Geophysical Studies,2018,1,1
A5044567678,Geological and Geophysical Studies,2020,1,3
A5044567678,Geological formations and processes,2007,1,3460
A5044567678,Geological formations and processes,2020,1,3
A5044567678,High-pressure geophysics and materials,2016,1,75
A5044567678,High-pressure geophysics and materials,2018,1,31
A5044567678,High-pressure geophysics and materials,2019,1,40
A5044567678,Paleontology and Stratigraphy of Fossils,2004,1,112
A5044567678,Paleontology and Stratigraphy of Fossils,2007,1,3460
A5044567678,Paleontology and Stratigraphy of Fossils,2009,1,23
A5044567678,Paleontology and Stratigraphy of Fossils,2017,1,19
A5044567678,Paleontology and Stratigraphy of Fossils,2018,1,1
A5044567678,Paleontology and Stratigraphy of Fossils,2021,2,12
A5044568829,Geological and Geochemical Analysis,2004,1,9
A5044568829,Geological and Geochemical Analysis,2018,1,39
A5044568829,Geological formations and processes,2004,1,9
A5044568829,Geological Formations and Processes Exploration,2018,1,39
A5044568829,Geological Studies and Exploration,2018,1,39
A5044568829,Paleontology and Stratigraphy of Fossils,2004,1,9
A5044581746,Geological and Geochemical Analysis,1991,1,47
A5044581746,Geological and Geophysical Studies Worldwide,1991,1,47
A5044581746,Geological formations and processes,1991,1,47
A5044621318,Geochemistry and Geologic Mapping,2006,1,0
A5044621318,Geological and Geochemical Analysis,2006,1,0
A5044621318,Geological Studies and Exploration,2006,1,0
A5044627607,Enhanced Oil Recovery Techniques,2024,1,2
A5044627607,Geological and Geochemical Analysis,2025,1,3
A5044627607,Geological Studies and Exploration,2022,1,26
A5044627607,Hydrocarbon exploration and reservoir analysis,2022,1,26
A5044627607,Hydrocarbon exploration and reservoir analysis,2024,1,2
A5044627607,Hydrocarbon exploration and reservoir analysis,2025,1,3
A5044627607,Paleontology and Stratigraphy of Fossils,2025,1,3
A5044627607,Petroleum Processing and Analysis,2022,1,26
A5044627607,Petroleum Processing and Analysis,2024,1,2
A5044656964,Enhanced Oil Recovery Techniques,2024,1,2
A5044656964,Enhanced Oil Recovery Techniques,2025,2,7
A5044656964,Geological and Geochemical Analysis,2025,1,3
A5044656964,Hydrocarbon exploration and reservoir analysis,2024,1,2
A5044656964,Hydrocarbon exploration and reservoir analysis,2025,3,10
A5044656964,Paleontology and Stratigraphy of Fossils,2025,1,3
A5044656964,Petroleum Processing and Analysis,2024,1,2
A5044656964,Petroleum Processing and Analysis,2025,2,7
A5044660229,CO2 Sequestration and Geologic Interactions,2022,1,33
A5044660229,Geological formations and processes,2021,1,57
A5044660229,Geological formations and processes,2022,1,19
A5044660229,Hydraulic Fracturing and Reservoir Analysis,2021,1,57
A5044660229,Hydraulic Fracturing and Reservoir Analysis,2022,1,33
A5044660229,Hydrocarbon exploration and reservoir analysis,2021,1,57
A5044660229,Hydrocarbon exploration and reservoir analysis,2022,2,52
A5044660229,Methane Hydrates and Related Phenomena,2022,1,19
A5044698212,Geochemistry and Geologic Mapping,2004,1,22
A5044698212,Hydrocarbon exploration and reservoir analysis,2004,1,22
A5044698212,Paleontology and Stratigraphy of Fossils,2004,1,22
A5044700456,Geophysical and Geoelectrical Methods,2016,1,10
A5044700456,Geophysical Methods and Applications,2016,1,10
A5044700456,Seismic Imaging and Inversion Techniques,2016,1,10
A5044703441,Carbon Dioxide Capture Technologies,2021,1,0
A5044703441,CO2 Sequestration and Geologic Interactions,2021,1,0
A5044703441,Reservoir Engineering and Simulation Methods,2021,1,0
A5044748911,earthquake and tectonic studies,2006,1,29
A5044748911,Geological and Geochemical Analysis,2006,1,29
A5044748911,Geological and Geophysical Studies Worldwide,2006,1,29
A5044786462,Geological Formations and Processes Exploration,1998,1,24
A5044786462,Geological Studies and Exploration,1998,1,24
A5044786462,Marine and environmental studies,1998,1,24
A5044803971,Geochemistry and Elemental Analysis,2021,1,26
A5044803971,Geological and Geochemical Analysis,2021,1,26
A5044803971,Geological and Tectonic Studies in Latin America,2021,1,26
A5044806143,Agricultural and Environmental Management,2022,1,1
A5044806143,Astro and Planetary Science,2022,1,2
A5044806143,Astro and Planetary Science,2023,1,26
A5044806143,Calcium Carbonate Crystallization and Inhibition,2025,2,3
A5044806143,Carbon Dioxide Capture Technologies,2025,1,0
A5044806143,Chemical Looping and Thermochemical Processes,2025,1,0
A5044806143,CO2 Sequestration and Geologic Interactions,2020,1,0
A5044806143,CO2 Sequestration and Geologic Interactions,2021,2,5
A5044806143,CO2 Sequestration and Geologic Interactions,2024,1,5
A5044806143,CO2 Sequestration and Geologic Interactions,2025,1,0
A5044806143,Coastal Management and Development,2022,1,1
A5044806143,Drilling and Well Engineering,2021,1,10
A5044806143,earthquake and tectonic studies,2011,1,25
A5044806143,earthquake and tectonic studies,2025,1,0
A5044806143,Flood Risk Assessment and Management,2025,1,0
A5044806143,Geochemistry and Elemental Analysis,2009,1,62
A5044806143,Geochemistry and Elemental Analysis,2023,1,34
A5044806143,Geochemistry and Elemental Analysis,2024,3,14
A5044806143,Geochemistry and Geologic Mapping,2009,1,53
A5044806143,Geochemistry and Geologic Mapping,2011,1,38
A5044806143,Geochemistry and Geologic Mapping,2013,1,93
A5044806143,Geochemistry and Geologic Mapping,2022,3,22
A5044806143,Geochemistry and Geologic Mapping,2025,1,0
A5044806143,Geological and Geochemical Analysis,2009,1,53
A5044806143,Geological and Geochemical Analysis,2011,1,25
A5044806143,Geological and Geochemical Analysis,2013,1,93
A5044806143,Geological and Geochemical Analysis,2020,2,48
A5044806143,Geological and Geochemical Analysis,2021,1,5
A5044806143,Geological and Geochemical Analysis,2023,4,7
A5044806143,Geological and Geochemical Analysis,2024,2,7
A5044806143,Geological and Geochemical Analysis,2025,1,3
A5044806143,Geological and Geophysical Studies,2019,1,33
A5044806143,Geological and Geophysical Studies,2020,1,43
A5044806143,Geological and Geophysical Studies,2022,3,43
A5044806143,Geological and Geophysical Studies,2023,2,5
A5044806143,Geological and Geophysical Studies,2024,7,21
A5044806143,Geological and Geophysical Studies,2025,2,3
A5044806143,Geological and Geophysical Studies Worldwide,2017,1,6
A5044806143,Geological and Geophysical Studies Worldwide,2021,1,16
A5044806143,Geological and Geophysical Studies Worldwide,2024,1,3
A5044806143,Geological formations and processes,2005,1,71
A5044806143,Geological formations and processes,2006,4,198
A5044806143,Geological formations and processes,2007,1,209
A5044806143,Geological formations and processes,2008,2,72
A5044806143,Geological formations and processes,2009,1,62
A5044806143,Geological formations and processes,2010,1,0
A5044806143,Geological formations and processes,2012,1,80
A5044806143,Geological formations and processes,2013,2,64
A5044806143,Geological formations and processes,2015,1,35
A5044806143,Geological formations and processes,2017,1,6
A5044806143,Geological formations and processes,2019,2,42
A5044806143,Geological formations and processes,2021,2,31
A5044806143,Geological formations and processes,2022,4,32
A5044806143,Geological formations and processes,2023,1,1
A5044806143,Geological formations and processes,2024,10,30
A5044806143,Geological formations and processes,2025,2,3
A5044806143,Geological formations and processes,2026,1,0
A5044806143,Geology and Paleoclimatology Research,2005,1,71
A5044806143,Geology and Paleoclimatology Research,2006,4,132
A5044806143,Geology and Paleoclimatology Research,2013,1,15
A5044806143,Geology and Paleoclimatology Research,2020,1,5
A5044806143,Geology and Paleoclimatology Research,2021,1,15
A5044806143,Geology and Paleoclimatology Research,2022,2,6
A5044806143,Geology and Paleoclimatology Research,2024,2,4
A5044806143,Geophysical and Geoelectrical Methods,2024,2,1
A5044806143,Geophysical Methods and Applications,2024,1,1
A5044806143,Groundwater and Isotope Geochemistry,2025,1,0
A5044806143,Groundwater and Watershed Analysis,2025,1,0
A5044806143,Hydraulic Fracturing and Reservoir Analysis,2005,1,0
A5044806143,Hydraulic Fracturing and Reservoir Analysis,2023,1,2
A5044806143,Hydrocarbon exploration and reservoir analysis,2005,1,0
A5044806143,Hydrocarbon exploration and reservoir analysis,2006,4,154
A5044806143,Hydrocarbon exploration and reservoir analysis,2007,1,209
A5044806143,Hydrocarbon exploration and reservoir analysis,2008,2,72
A5044806143,Hydrocarbon exploration and reservoir analysis,2009,1,62
A5044806143,Hydrocarbon exploration and reservoir analysis,2010,1,0
A5044806143,Hydrocarbon exploration and reservoir analysis,2011,1,38
A5044806143,Hydrocarbon exploration and reservoir analysis,2012,1,80
A5044806143,Hydrocarbon exploration and reservoir analysis,2013,2,64
A5044806143,Hydrocarbon exploration and reservoir analysis,2015,1,35
A5044806143,Hydrocarbon exploration and reservoir analysis,2017,1,6
A5044806143,Hydrocarbon exploration and reservoir analysis,2019,2,42
A5044806143,Hydrocarbon exploration and reservoir analysis,2020,1,43
A5044806143,Hydrocarbon exploration and reservoir analysis,2021,3,31
A5044806143,Hydrocarbon exploration and reservoir analysis,2022,7,54
A5044806143,Hydrocarbon exploration and reservoir analysis,2023,8,48
A5044806143,Hydrocarbon exploration and reservoir analysis,2024,16,46
A5044806143,Hydrocarbon exploration and reservoir analysis,2025,8,13
A5044806143,Hydrocarbon exploration and reservoir analysis,2026,1,0
A5044806143,Marine and Coastal Ecosystems,2022,1,1
A5044806143,Methane Hydrates and Related Phenomena,2005,1,71
A5044806143,Methane Hydrates and Related Phenomena,2006,4,162
A5044806143,Methane Hydrates and Related Phenomena,2015,1,35
A5044806143,Methane Hydrates and Related Phenomena,2020,1,0
A5044806143,Methane Hydrates and Related Phenomena,2021,2,5
A5044806143,Methane Hydrates and Related Phenomena,2023,2,27
A5044806143,Methane Hydrates and Related Phenomena,2024,3,7
A5044806143,Methane Hydrates and Related Phenomena,2025,1,4
A5044806143,Mine drainage and remediation techniques,2024,1,0
A5044806143,Mineralogy and Gemology Studies,2020,1,5
A5044806143,Nuclear materials and radiation effects,2011,1,25
A5044806143,Ocean Acidification Effects and Responses,2024,1,5
A5044806143,Paleontology and Evolutionary Biology,2022,1,5
A5044806143,Paleontology and Evolutionary Biology,2024,1,5
A5044806143,Paleontology and Evolutionary Biology,2025,1,0
A5044806143,Paleontology and Stratigraphy of Fossils,2006,1,26
A5044806143,Paleontology and Stratigraphy of Fossils,2007,1,209
A5044806143,Paleontology and Stratigraphy of Fossils,2008,2,72
A5044806143,Paleontology and Stratigraphy of Fossils,2009,1,53
A5044806143,Paleontology and Stratigraphy of Fossils,2012,1,80
A5044806143,Paleontology and Stratigraphy of Fossils,2013,1,49
A5044806143,Paleontology and Stratigraphy of Fossils,2019,1,9
A5044806143,Paleontology and Stratigraphy of Fossils,2020,1,0
A5044806143,Paleontology and Stratigraphy of Fossils,2022,4,15
A5044806143,Paleontology and Stratigraphy of Fossils,2023,10,75
A5044806143,Paleontology and Stratigraphy of Fossils,2024,13,37
A5044806143,Paleontology and Stratigraphy of Fossils,2025,8,10
A5044806143,Planetary Science and Exploration,2021,1,0
A5044806143,Planetary Science and Exploration,2022,1,2
A5044806143,Remote-Sensing Image Classification,2011,1,38
A5044806143,Remote-Sensing Image Classification,2013,1,93
A5044806143,Reservoir Engineering and Simulation Methods,2005,1,0
A5044806143,Reservoir Engineering and Simulation Methods,2010,1,0
A5044806143,Reservoir Engineering and Simulation Methods,2021,1,10
A5044806143,Seismic Imaging and Inversion Techniques,2021,1,10
A5044806143,Seismic Imaging and Inversion Techniques,2024,3,15
A5044806143,Seismic Imaging and Inversion Techniques,2026,1,0
A5044806143,Seismic Waves and Analysis,2025,1,0
A5044806143,Space Science and Extraterrestrial Life,2021,1,0
A5044806143,Space Science and Extraterrestrial Life,2022,1,2
A5044806143,Spaceflight effects on biology,2021,1,0
A5044806143,Synthetic Aperture Radar (SAR) Applications and Techniques,2025,2,0
A5044806143,Water Quality and Pollution Assessment,2024,2,1
A5044812848,earthquake and tectonic studies,2012,1,39
A5044812848,Geochemistry and Geologic Mapping,2012,1,39
A5044812848,Geological and Geochemical Analysis,2012,1,39
A5044838387,Advanced Battery Technologies Research,2025,1,13
A5044838387,Advancements in Battery Materials,2025,1,13
A5044838387,Supercapacitor Materials and Fabrication,2025,1,13
A5044865334,Calcium Carbonate Crystallization and Inhibition,2026,1,0
A5044865334,CO2 Sequestration and Geologic Interactions,2026,1,0
A5044865334,Paleontology and Stratigraphy of Fossils,2026,1,0
A5044930714,Aeolian processes and effects,2023,1,1
A5044930714,CO2 Sequestration and Geologic Interactions,2012,1,13
A5044930714,Coastal and Marine Dynamics,2023,1,1
A5044930714,earthquake and tectonic studies,2013,1,13
A5044930714,earthquake and tectonic studies,2016,1,5
A5044930714,Evolution and Paleontology Studies,2016,1,47
A5044930714,Evolution and Paleontology Studies,2018,1,190
A5044930714,Evolution and Paleontology Studies,2025,1,1
A5044930714,Flood Risk Assessment and Management,2017,1,34
A5044930714,Forensic Anthropology and Bioarchaeology Studies,2018,1,190
A5044930714,Forensic Anthropology and Bioarchaeology Studies,2025,1,1
A5044930714,Geochemistry and Elemental Analysis,2021,1,8
A5044930714,Geochemistry and Geologic Mapping,2020,1,14
A5044930714,Geological and Geochemical Analysis,2016,1,5
A5044930714,Geological and Geochemical Analysis,2023,2,11
A5044930714,Geological and Geophysical Studies,2002,1,30
A5044930714,Geological and Geophysical Studies,2012,2,27
A5044930714,Geological and Geophysical Studies,2018,1,12
A5044930714,Geological and Geophysical Studies,2019,1,12
A5044930714,Geological and Geophysical Studies,2023,1,3
A5044930714,Geological and Geophysical Studies,2024,1,4
A5044930714,Geological and Geophysical Studies,2025,1,0
A5044930714,Geological and Geophysical Studies Worldwide,2016,1,5
A5044930714,Geological formations and processes,2010,1,1
A5044930714,Geological formations and processes,2012,2,27
A5044930714,Geological formations and processes,2013,1,13
A5044930714,Geological formations and processes,2018,1,12
A5044930714,Geological formations and processes,2019,1,12
A5044930714,Geological formations and processes,2023,2,9
A5044930714,Geological formations and processes,2024,1,4
A5044930714,Geological formations and processes,2025,1,0
A5044930714,Geology and Paleoclimatology Research,2013,1,13
A5044930714,Geology and Paleoclimatology Research,2017,1,34
A5044930714,Geology and Paleoclimatology Research,2021,1,7
A5044930714,Geology and Paleoclimatology Research,2025,2,1
A5044930714,Hydrocarbon exploration and reservoir analysis,2002,1,30
A5044930714,Hydrocarbon exploration and reservoir analysis,2010,1,1
A5044930714,Hydrocarbon exploration and reservoir analysis,2012,3,40
A5044930714,Hydrocarbon exploration and reservoir analysis,2019,1,12
A5044930714,Hydrocarbon exploration and reservoir analysis,2024,1,4
A5044930714,Isotope Analysis in Ecology,2021,1,7
A5044930714,Marine Biology and Ecology Research,2025,1,0
A5044930714,Maritime and Coastal Archaeology,2017,1,34
A5044930714,Paleontology and Evolutionary Biology,2025,1,0
A5044930714,Paleontology and Stratigraphy of Fossils,2002,1,30
A5044930714,Paleontology and Stratigraphy of Fossils,2018,1,12
A5044930714,Paleontology and Stratigraphy of Fossils,2021,2,15
A5044930714,Paleontology and Stratigraphy of Fossils,2023,2,11
A5044930714,Paleontology and Stratigraphy of Fossils,2025,4,1
A5044930714,Plant Diversity and Evolution,2025,1,0
A5044930714,Pleistocene-Era Hominins and Archaeology,2016,1,47
A5044930714,Pleistocene-Era Hominins and Archaeology,2018,1,190
A5044930714,Pleistocene-Era Hominins and Archaeology,2025,1,1
A5044930714,Primate Behavior and Ecology,2025,1,1
A5044930714,Radioactive element chemistry and processing,2021,1,8
A5044930714,Reservoir Engineering and Simulation Methods,2010,1,1
A5044930714,Reservoir Engineering and Simulation Methods,2012,1,13
A5044930714,Wildlife Ecology and Conservation,2016,1,47
A5044973807,Advanced battery technologies research,2025,1,4
A5044973807,Advancements in Battery Materials,2025,1,4
A5044973807,Membrane-based Ion Separation Techniques,2025,2,4
A5045029300,Clay minerals and soil interactions,2016,1,19
A5045029300,Geochemistry and Elemental Analysis,2016,1,19
A5045029300,Geological and Geochemical Analysis,2016,1,19
A5045059698,Geology and Paleoclimatology Research,2014,1,10
A5045059698,Isotope Analysis in Ecology,2014,2,34
A5045059698,Marine and environmental studies,2014,2,34
A5045059698,Marine Biology and Ecology Research,2014,1,24
A5045061285,Geochemistry and Geologic Mapping,2010,1,12
A5045061285,Geochemistry and Geologic Mapping,2014,1,0
A5045061285,Geological and Geochemical Analysis,2014,1,0
A5045061285,Geological and Geophysical Studies,2014,2,4
A5045061285,Geological formations and processes,2010,1,12
A5045061285,Geological formations and processes,2014,1,1
A5045061285,Hydrocarbon exploration and reservoir analysis,2010,1,12
A5045061285,Hydrocarbon exploration and reservoir analysis,2014,2,3
A5045061285,Methane Hydrates and Related Phenomena,2014,1,3
A5045061285,Paleontology and Stratigraphy of Fossils,2014,1,1
A5045063118,Drilling and Well Engineering,2020,1,60
A5045063118,Hydraulic Fracturing and Reservoir Analysis,2020,1,60
A5045063118,Seismic Imaging and Inversion Techniques,2020,1,60
A5045079494,Geological and Geophysical Studies,2018,1,0
A5045079494,Geology and Paleoclimatology Research,2018,1,0
A5045079494,Paleontology and Stratigraphy of Fossils,2018,1,0
A5045118033,Advanced Mathematical Modeling in Engineering,2016,1,2
A5045118033,Composite Material Mechanics,2016,1,2
A5045118033,Rock Mechanics and Modeling,2016,1,2
A5045130370,earthquake and tectonic studies,2021,1,23
A5045130370,Geochemistry and Elemental Analysis,2021,1,23
A5045130370,Geological and Geochemical Analysis,2018,1,81
A5045130370,Geological and Geochemical Analysis,2021,1,23
A5045130370,Geology and Paleoclimatology Research,2018,1,81
A5045130370,Paleontology and Stratigraphy of Fossils,2018,1,81
A5045130863,Air Quality and Health Impacts,2000,2,30
A5045130863,Air Quality and Health Impacts,2002,2,0
A5045130863,Air Quality Monitoring and Forecasting,2000,1,13
A5045130863,Atmospheric chemistry and aerosols,2000,1,13
A5045130863,Atmospheric chemistry and aerosols,2002,2,0
A5045130863,Vehicle emissions and performance,2000,1,17
A5045130863,Vehicle emissions and performance,2002,2,0
A5045158811,earthquake and tectonic studies,2023,2,49
A5045158811,Geochemistry and Geologic Mapping,2022,1,1
A5045158811,Geochemistry and Geologic Mapping,2023,2,49
A5045158811,Geological and Geochemical Analysis,2022,1,1
A5045158811,Geological and Geochemical Analysis,2023,2,49
A5045158811,Mineralogy and Gemology Studies,2022,1,1
A5045182939,earthquake and tectonic studies,2004,2,157
A5045182939,earthquake and tectonic studies,2006,1,75
A5045182939,Geochemistry and Elemental Analysis,2004,1,59
A5045182939,Geochemistry and Geologic Mapping,2016,2,0
A5045182939,Geological and Geochemical Analysis,2003,1,0
A5045182939,Geological and Geochemical Analysis,2004,3,216
A5045182939,Geological and Geochemical Analysis,2006,1,75
A5045182939,Geological and Geochemical Analysis,2016,2,0
A5045182939,Geological and Geophysical Studies,2003,1,0
A5045182939,Geological and Geophysical Studies,2006,1,75
A5045182939,Geological and Geophysical Studies,2016,1,0
A5045182939,Geological Studies and Exploration,2003,1,0
A5045182939,Geology and Paleoclimatology Research,2016,1,0
A5045182939,High-pressure geophysics and materials,2004,2,157
A5045182939,Paleontology and Stratigraphy of Fossils,2004,1,59
A5045210160,earthquake and tectonic studies,2013,1,91
A5045210160,Geochemistry and Geologic Mapping,2013,1,91
A5045210160,Geological and Geochemical Analysis,2013,1,91
A5045227401,earthquake and tectonic studies,2007,1,200
A5045227401,Geological and Geochemical Analysis,2007,1,200
A5045227401,High-pressure geophysics and materials,2007,1,200
A5045248823,Asymmetric Hydrogenation and Catalysis,2024,2,33
A5045248823,Atmospheric and Environmental Gas Dynamics,2025,1,1
A5045248823,Catalysis and Hydrodesulfurization Studies,2024,2,33
A5045248823,Catalysts for Methane Reforming,2024,2,33
A5045248823,Geological Studies and Exploration,2022,1,26
A5045248823,Geological Studies and Exploration,2025,1,1
A5045248823,Hydrocarbon exploration and reservoir analysis,2022,1,26
A5045248823,Hydrocarbon exploration and reservoir analysis,2025,1,1
A5045248823,Petroleum Processing and Analysis,2022,1,26
A5045294980,Clay minerals and soil interactions,2001,1,0
A5045294980,Geological and Geophysical Studies Worldwide,2001,1,0
A5045294980,Geological and Tectonic Studies in Latin America,2001,1,0
A5045298810,Geological and Geochemical Analysis,2024,1,27
A5045298810,Geology and Paleoclimatology Research,2024,1,27
A5045298810,Paleontology and Stratigraphy of Fossils,2024,1,27
A5045319949,earthquake and tectonic studies,2017,1,19
A5045319949,Geological and Geochemical Analysis,2017,1,19
A5045319949,Paleontology and Stratigraphy of Fossils,2017,1,19
A5045325467,Botany and Plant Ecology Studies,2005,1,0
A5045325467,Geological Formations and Processes Exploration,2005,1,0
A5045347293,Geological and Geochemical Analysis,2018,1,0
A5045347293,Geological Studies and Exploration,2018,1,0
A5045347293,Hydrocarbon exploration and reservoir analysis,2017,1,0
A5045347293,Hydrocarbon exploration and reservoir analysis,2019,1,0
A5045347293,Paleontology and Stratigraphy of Fossils,2018,1,0
A5045349847,Arsenic contamination and mitigation,2025,1,25
A5045349847,Heavy metals in environment,2025,1,25
A5045349847,Water Quality and Pollution Assessment,2025,1,25
A5045365140,Geology and Paleoclimatology Research,2023,1,2
A5045365140,Marine and environmental studies,2023,1,2
A5045365140,Paleontology and Stratigraphy of Fossils,2023,1,2
A5045424185,Geological formations and processes,2024,1,10
A5045424185,Hydrocarbon exploration and reservoir analysis,2024,1,10
A5045424185,Methane Hydrates and Related Phenomena,2024,1,10
A5045438130,Geological formations and processes,2021,1,14
A5045438130,Geology and Paleoclimatology Research,2021,1,14
A5045438130,Paleontology and Stratigraphy of Fossils,2021,1,14
A5045478139,Ancient and Medieval Archaeology Studies,2016,1,0
A5045478139,Geological Studies and Exploration,2015,1,0
A5045478139,Geology and Paleoclimatology Research,2015,1,8
A5045478139,Geology and Paleoclimatology Research,2016,1,4
A5045478139,Geology and Paleoclimatology Research,2017,1,15
A5045478139,Hydrocarbon exploration and reservoir analysis,2015,1,0
A5045478139,Methane Hydrates and Related Phenomena,2015,1,0
A5045478139,Paleontology and Stratigraphy of Fossils,2017,1,15
A5045478139,Plant and Fungal Species Descriptions,2016,1,79
A5045478139,Plant Diversity and Evolution,2015,1,8
A5045478139,Plant Diversity and Evolution,2016,2,83
A5045478139,Plant Ecology and Taxonomy Studies,2015,1,8
A5045478139,Plant Ecology and Taxonomy Studies,2016,1,4
A5045478139,Plant Parasitism and Resistance,2016,1,79
A5045478139,Protist diversity and phylogeny,2017,1,15
A5045496181,earthquake and tectonic studies,2009,1,0
A5045496181,earthquake and tectonic studies,2010,1,104
A5045496181,Geochemistry and Elemental Analysis,2009,1,40
A5045496181,Geochemistry and Geologic Mapping,2008,1,0
A5045496181,Geological and Geochemical Analysis,2008,2,0
A5045496181,Geological and Geochemical Analysis,2009,1,0
A5045496181,Geological and Geochemical Analysis,2010,1,104
A5045496181,Geological and Geophysical Studies,2008,1,0
A5045496181,Geological and Geophysical Studies,2009,2,40
A5045496181,Geological Studies and Exploration,2008,1,0
A5045496181,High-pressure geophysics and materials,2010,1,104
A5045496181,Paleontology and Stratigraphy of Fossils,2009,1,40
A5045527478,Geochemistry and Geologic Mapping,2022,1,0
A5045527478,Geological and Geophysical Studies,2022,1,0
A5045527478,Hydrocarbon exploration and reservoir analysis,2022,1,0
A5045531092,Isotope Analysis in Ecology,2022,1,21
A5045531092,Marine and coastal ecosystems,2022,1,21
A5045531092,Marine and fisheries research,2022,1,21
A5045536244,Geological and Geophysical Studies,2023,1,20
A5045536244,Geological formations and processes,2023,1,20
A5045536244,Methane Hydrates and Related Phenomena,2023,1,20
A5045550782,Astro and Planetary Science,2014,1,14
A5045550782,Astro and Planetary Science,2015,2,16
A5045550782,earthquake and tectonic studies,2014,1,14
A5045550782,Geology and Paleoclimatology Research,2015,2,16
A5045550782,Methane Hydrates and Related Phenomena,2014,1,14
A5045550782,Planetary Science and Exploration,2015,2,16
A5045552652,Geochemistry and Geologic Mapping,2024,1,9
A5045552652,Geological and Geochemical Analysis,2024,1,9
A5045552652,Paleontology and Stratigraphy of Fossils,2024,1,9
A5045570928,Geochemistry and Elemental Analysis,2024,1,2
A5045570928,Geochemistry and Elemental Analysis,2025,1,7
A5045570928,Geochemistry and Geologic Mapping,2020,1,1
A5045570928,Geochemistry and Geologic Mapping,2021,1,2
A5045570928,Geochemistry and Geologic Mapping,2022,1,1
A5045570928,Geochemistry and Geologic Mapping,2023,1,1
A5045570928,Geochemistry and Geologic Mapping,2024,1,0
A5045570928,Geochemistry and Geologic Mapping,2025,1,7
A5045570928,Geological and Geochemical Analysis,2023,1,1
A5045570928,Geological and Geochemical Analysis,2024,1,2
A5045570928,Geology and Paleoclimatology Research,2018,1,1
A5045570928,Hydrocarbon exploration and reservoir analysis,2018,1,1
A5045570928,Hydrocarbon exploration and reservoir analysis,2024,1,0
A5045570928,Methane Hydrates and Related Phenomena,2018,1,1
A5045570928,Mineral Processing and Grinding,2020,1,1
A5045570928,Mineral Processing and Grinding,2021,1,2
A5045570928,Mineral Processing and Grinding,2022,1,1
A5045570928,Mineral Processing and Grinding,2024,1,0
A5045570928,Paleontology and Stratigraphy of Fossils,2023,1,1
A5045570928,Paleontology and Stratigraphy of Fossils,2024,1,2
A5045570928,Radioactivity and Radon Measurements,2025,1,7
A5045570928,Spectroscopy and Chemometric Analyses,2020,1,1
A5045570928,Spectroscopy and Chemometric Analyses,2021,1,2
A5045570928,Spectroscopy and Chemometric Analyses,2022,1,1
A5045572378,Geological and Geochemical Analysis,2009,1,87
A5045572378,Paleontology and Evolutionary Biology,2009,1,87
A5045572378,Paleontology and Stratigraphy of Fossils,2009,1,87
A5045600255,Geological and Geophysical Studies Worldwide,1999,1,18
A5045600255,Mediterranean and Iberian flora and fauna,1999,1,18
A5045600255,Paleontology and Stratigraphy of Fossils,1999,1,18
A5045623294,earthquake and tectonic studies,2001,1,115
A5045623294,Geochemistry and Geologic Mapping,2001,1,115
A5045623294,Geological and Geochemical Analysis,2001,1,115
A5045700188,Evolution and Paleontology Studies,1999,1,18
A5045700188,Ichthyology and Marine Biology,1999,1,18
A5045700188,Paleontology and Evolutionary Biology,1999,1,18
A5045718178,earthquake and tectonic studies,2013,1,806
A5045718178,earthquake and tectonic studies,2017,1,94
A5045718178,Geochemistry and Geologic Mapping,2011,1,815
A5045718178,Geochemistry and Geologic Mapping,2017,1,94
A5045718178,Geological and Geochemical Analysis,2011,1,815
A5045718178,Geological and Geochemical Analysis,2013,1,806
A5045718178,Geological and Geochemical Analysis,2017,1,94
A5045718178,High-pressure geophysics and materials,2013,1,806
